# r(Angstrom) g(r)
8.983489999999999753e+00 9.937508195499894503e-01
9.013534999999999187e+00 9.944503672364914948e-01
9.043578999999999368e+00 9.959693618911665824e-01
9.073624999999999829e+00 9.982031925181262810e-01
9.103669999999999263e+00 1.000922471853977314e+00
9.133715000000000472e+00 1.003817579885950995e+00
9.163759000000000654e+00 1.006556584027693324e+00
9.193804999999999339e+00 1.008848647199714010e+00
9.223850000000000549e+00 1.010495875364639140e+00
9.253894999999999982e+00 1.011431294938022640e+00
9.283939999999999415e+00 1.011727637459904017e+00
9.313985999999999876e+00 1.011581793883853164e+00
9.344030000000000058e+00 1.011275079136016553e+00
9.374074999999999491e+00 1.011117788097857462e+00
9.404120000000000701e+00 1.011385123434668021e+00
9.434165999999999386e+00 1.012263596134149513e+00
9.464211000000000595e+00 1.013809464034144625e+00
9.494255000000000777e+00 1.015933196032241081e+00
9.524300999999999462e+00 1.018411051591525451e+00
9.554346000000000672e+00 1.020919185403774465e+00
9.584391000000000105e+00 1.023088911868707873e+00
9.614435000000000286e+00 1.024570259491781599e+00
9.644481000000000748e+00 1.025091663658121988e+00
9.674526000000000181e+00 1.024508330421532998e+00
9.704570999999999614e+00 1.022827885832628292e+00
9.734614999999999796e+00 1.020209855081067873e+00
9.764661000000000257e+00 1.016941278794758041e+00
9.794705999999999690e+00 1.013389039776373179e+00
9.824750999999999124e+00 1.009941423773732971e+00
9.854794999999999305e+00 1.006946593686204761e+00
9.884840999999999767e+00 1.004660617343018592e+00
9.914885999999999200e+00 1.003212802157126937e+00
9.944931000000000409e+00 1.002592685984327936e+00
9.974975999999999843e+00 1.002662684018072792e+00
1.000502000000000002e+01 1.003191124808803014e+00
1.003506999999999927e+01 1.003899081426696371e+00
1.006511000000000067e+01 1.004514089413931277e+00
1.009515999999999991e+01 1.004817421609137229e+00
1.012519999999999953e+01 1.004679417056778101e+00
1.015525000000000055e+01 1.004076315621045046e+00
1.018529000000000018e+01 1.003085259164870680e+00
1.021533999999999942e+01 1.001861809367038392e+00
1.024538000000000082e+01 1.000601235460315541e+00
