# r(Angstrom)	g(r)	in_region	integrand
1.952949999999999964e+00 -6.537782520115031915e-02 0.000000000000000000e+00 -2.538093410274019357e-01
1.982995000000000063e+00 -3.609684286952630217e-03 0.000000000000000000e+00 -1.444798693283257107e-02
2.013040000000000163e+00 6.102079482127809040e-02 0.000000000000000000e+00 2.516967178302176866e-01
2.043085000000000040e+00 1.292067195386051859e-01 0.000000000000000000e+00 5.489753619067447854e-01
2.073129999999999917e+00 2.052423970748956661e-01 0.000000000000000000e+00 8.978732515817487991e-01
2.103174999999999795e+00 2.958108457991951434e-01 0.000000000000000000e+00 1.331863746805231896e+00
2.133220000000000116e+00 4.082377603962016321e-01 0.000000000000000000e+00 1.890946968247194881e+00
2.163264999999999993e+00 5.485630849083997784e-01 0.000000000000000000e+00 2.613009022002634296e+00
2.193309999999999871e+00 7.197191255418121658e-01 0.000000000000000000e+00 3.524179040376551608e+00
2.223355999999999888e+00 9.201794265954228447e-01 0.000000000000000000e+00 4.630047169452440770e+00
2.253401000000000209e+00 1.143294440779748955e+00 0.000000000000000000e+00 5.909217020636485351e+00
2.283446000000000087e+00 1.377469448621043924e+00 0.000000000000000000e+00 7.310689678007008752e+00
2.313490999999999964e+00 1.607162161032005709e+00 0.000000000000000000e+00 8.755686646984008448e+00
2.343535999999999841e+00 1.814593484828086023e+00 0.000000000000000000e+00 1.014419265765548595e+01
2.373581000000000163e+00 1.981918882987264485e+00 0.000000000000000000e+00 1.136550852767644315e+01
2.403626000000000040e+00 2.093538937310320591e+00 0.000000000000000000e+00 1.231146434886188068e+01
2.433670999999999918e+00 2.138222209010645969e+00 0.000000000000000000e+00 1.289055015687879191e+01
2.463715999999999795e+00 2.110731428852470781e+00 0.000000000000000000e+00 1.304094753258218020e+01
2.493761000000000116e+00 2.012688798647349842e+00 0.000000000000000000e+00 1.274034445305805541e+01
2.523805999999999994e+00 1.852590828361809550e+00 0.000000000000000000e+00 1.201119809222040224e+01
2.553850999999999871e+00 1.644944650718536128e+00 0.000000000000000000e+00 1.092036824076722468e+01
2.583896000000000193e+00 1.408642946105807869e+00 0.000000000000000000e+00 9.572951684500534242e+00
2.613941000000000070e+00 1.164820647639652318e+00 0.000000000000000000e+00 8.101128197739313919e+00
2.643985999999999947e+00 9.344709694234032415e-01 0.000000000000000000e+00 6.649347028666574566e+00
2.674030999999999825e+00 7.361361789341158701e-01 0.000000000000000000e+00 5.357792881712311939e+00
2.704076000000000146e+00 5.839822963642411491e-01 0.000000000000000000e+00 4.346426617154529382e+00
2.734121000000000024e+00 4.864642648557317983e-01 0.000000000000000000e+00 3.701530114830224871e+00
2.764165999999999901e+00 4.457580911344319885e-01 0.000000000000000000e+00 3.466748683724397484e+00
2.794210999999999778e+00 4.579612965261917745e-01 0.000000000000000000e+00 3.639502777480048135e+00
2.824256000000000100e+00 5.140152478532176161e-01 0.000000000000000000e+00 4.173294233280178567e+00
2.854300999999999977e+00 6.011660715993747406e-01 0.000000000000000000e+00 4.985272293603786764e+00
2.884345999999999854e+00 7.047607058431718530e-01 0.000000000000000000e+00 5.968033842293871238e+00
2.914391999999999872e+00 8.101142928305710145e-01 0.000000000000000000e+00 7.003854407000875248e+00
2.944437000000000193e+00 9.042115044895967513e-01 0.000000000000000000e+00 7.979385444663088300e+00
2.974482000000000070e+00 9.770528593038465548e-01 0.000000000000000000e+00 8.799046913423778093e+00
3.004526999999999948e+00 1.022492705062392648e+00 0.000000000000000000e+00 9.395227989667944257e+00
3.034571999999999825e+00 1.038530271883838951e+00 0.000000000000000000e+00 9.734394342852592530e+00
3.064617000000000147e+00 1.027066742267789712e+00 0.000000000000000000e+00 9.818518484473718999e+00
3.094662000000000024e+00 9.932231363925758671e-01 0.000000000000000000e+00 9.682068586217321027e+00
3.124706999999999901e+00 9.443460398962769675e-01 0.000000000000000000e+00 9.385224096644400049e+00
3.154751999999999779e+00 8.888752007729070481e-01 0.000000000000000000e+00 9.004635162223959099e+00
3.184797000000000100e+00 8.352196980808265225e-01 0.000000000000000000e+00 8.623014614985999415e+00
3.214841999999999977e+00 7.907915573886044047e-01 0.000000000000000000e+00 8.319096727832514304e+00
3.244886999999999855e+00 7.612837956982001497e-01 0.000000000000000000e+00 8.159069333568508497e+00
3.274932000000000176e+00 7.502527954618255501e-01 0.000000000000000000e+00 8.190437088966980639e+00
3.304977000000000054e+00 7.590046661026845776e-01 0.000000000000000000e+00 8.438712900225931790e+00
3.335021999999999931e+00 7.867587636760033920e-01 0.000000000000000000e+00 8.907049757235357745e+00
3.365066999999999808e+00 8.310015618580931518e-01 0.000000000000000000e+00 9.578205580508262429e+00
3.395112000000000130e+00 8.879823329029711276e-01 0.000000000000000000e+00 1.041855333638165071e+01
3.425157000000000007e+00 9.532441219618550399e-01 0.000000000000000000e+00 1.138308516677551196e+01
3.455201999999999884e+00 1.022131283649446276e+00 0.000000000000000000e+00 1.242076795572185333e+01
3.485247000000000206e+00 1.090223128402334707e+00 0.000000000000000000e+00 1.347961220194067167e+01
3.515292000000000083e+00 1.153654221726821527e+00 0.000000000000000000e+00 1.451086675338397036e+01
3.545336999999999961e+00 1.209328060266086968e+00 0.000000000000000000e+00 1.547227084105774786e+01
3.575381999999999838e+00 1.255021328902329536e+00 0.000000000000000000e+00 1.633017686182599704e+01
3.605427999999999855e+00 1.289392943523835378e+00 0.000000000000000000e+00 1.706058136628811894e+01
3.635473000000000177e+00 1.311945475545664541e+00 0.000000000000000000e+00 1.764950445317649752e+01
3.665518000000000054e+00 1.322928211030268031e+00 0.000000000000000000e+00 1.809263715881935397e+01
3.695562999999999931e+00 1.323232117456327073e+00 0.000000000000000000e+00 1.839467576110669356e+01
3.725607999999999809e+00 1.314262640917629232e+00 0.000000000000000000e+00 1.856826650260850542e+01
3.755653000000000130e+00 1.297814229899360461e+00 0.000000000000000000e+00 1.863280903722180071e+01
3.785698000000000008e+00 1.275933187183122097e+00 0.000000000000000000e+00 1.861293016108356824e+01
3.815742999999999885e+00 1.250781336810204536e+00 0.000000000000000000e+00 1.853678905050781722e+01
3.845788000000000206e+00 1.224494075075982513e+00 0.000000000000000000e+00 1.843411323531654489e+01
3.875833000000000084e+00 1.199040714632035209e+00 0.000000000000000000e+00 1.833407169774975287e+01
3.905877999999999961e+00 1.176096304760105848e+00 0.000000000000000000e+00 1.826312603908543153e+01
3.935922999999999838e+00 1.156934298912241532e+00 0.000000000000000000e+00 1.824302135718959761e+01
3.965968000000000160e+00 1.142351349840907693e+00 0.000000000000000000e+00 1.828912775229623833e+01
3.996013000000000037e+00 1.132638276095424112e+00 0.000000000000000000e+00 1.840941134049935357e+01
4.026057999999999915e+00 1.127597472182384264e+00 0.000000000000000000e+00 1.860411565640495013e+01
4.056104000000000376e+00 1.126607956186588710e+00 0.000000000000000000e+00 1.886626197469900035e+01
4.086147999999999669e+00 1.128731732501592422e+00 0.000000000000000000e+00 1.918287968956357403e+01
4.116194000000000131e+00 1.132844359909969789e+00 0.000000000000000000e+00 1.953695158279892397e+01
4.146238000000000312e+00 1.137774388695416139e+00 0.000000000000000000e+00 1.990946049320611877e+01
4.176283999999999885e+00 1.142433225280167441e+00 0.000000000000000000e+00 2.028176548596875506e+01
4.206328000000000067e+00 1.145917090489940948e+00 0.000000000000000000e+00 2.063736995044656908e+01
4.236373999999999640e+00 1.147569741591503600e+00 0.000000000000000000e+00 2.096344046102850101e+01
4.266417999999999822e+00 1.147001696610585375e+00 0.000000000000000000e+00 2.125131208405093375e+01
4.296464000000000283e+00 1.144067101940179132e+00 0.000000000000000000e+00 2.149654849403017209e+01
4.326508999999999716e+00 1.138812410336626613e+00 0.000000000000000000e+00 2.169812951325271655e+01
4.356554000000000038e+00 1.131402177395974373e+00 0.000000000000000000e+00 2.185737967029374218e+01
4.386599000000000359e+00 1.122044859991990329e+00 0.000000000000000000e+00 2.197662380842024987e+01
4.416643999999999792e+00 1.110935234902826751e+00 0.000000000000000000e+00 2.205811586365522459e+01
4.446689000000000114e+00 1.098212220141395079e+00 0.000000000000000000e+00 2.210317524570069025e+01
4.476734000000000435e+00 1.083951532323516487e+00 0.000000000000000000e+00 2.211196441358462650e+01
4.506778999999999868e+00 1.068184360694721891e+00 0.000000000000000000e+00 2.208379067989004341e+01
4.536824000000000190e+00 1.050932839495432480e+00 0.000000000000000000e+00 2.201778919824794301e+01
4.566868999999999623e+00 1.032261114816028336e+00 0.000000000000000000e+00 2.191399503587131292e+01
4.596913999999999945e+00 1.012315432735626519e+00 0.000000000000000000e+00 2.177426471942116848e+01
4.626959000000000266e+00 9.913573573682586959e-01 0.000000000000000000e+00 2.160311707927749225e+01
4.657003999999999699e+00 9.697680673996957879e-01 0.000000000000000000e+00 2.140799449191629833e+01
4.687049000000000021e+00 9.480346707853963828e-01 0.000000000000000000e+00 2.119913257338158630e+01
4.717094000000000342e+00 9.267055934002219608e-01 0.000000000000000000e+00 2.098870911887335566e+01
4.747138999999999776e+00 9.063397975395925954e-01 0.000000000000000000e+00 2.078977695759359179e+01
4.777184000000000097e+00 8.874443436534061869e-01 0.000000000000000000e+00 2.061483896972831431e+01
4.807229000000000418e+00 8.704261467741551961e-01 0.000000000000000000e+00 2.047464748117151956e+01
4.837274999999999991e+00 8.555504350314593331e-01 0.000000000000000000e+00 2.037708490320361676e+01
4.867319000000000173e+00 8.429358913226125960e-01 0.000000000000000000e+00 2.032680167604434729e+01
4.897364999999999746e+00 8.325612831308226713e-01 0.000000000000000000e+00 2.032525673694074442e+01
4.927408999999999928e+00 8.243067490173352496e-01 0.000000000000000000e+00 2.037140408081108944e+01
4.957455000000000389e+00 8.179997167237549327e-01 0.000000000000000000e+00 2.046282535038179162e+01
4.987498999999999683e+00 8.134701132227781795e-01 0.000000000000000000e+00 2.059691267837074236e+01
5.017545000000000144e+00 8.105970661525119247e-01 0.000000000000000000e+00 2.077219843682174272e+01
5.047589000000000325e+00 8.093389729506026420e-01 0.000000000000000000e+00 2.098907538229832070e+01
5.077634999999999899e+00 8.097418064460084608e-01 0.000000000000000000e+00 2.125026757528560495e+01
5.107679000000000080e+00 8.119244057104859635e-01 0.000000000000000000e+00 2.156044250716579569e+01
5.137724999999999653e+00 8.160400303784849374e-01 0.000000000000000000e+00 2.192542677392838257e+01
5.167768999999999835e+00 8.222270599659939894e-01 0.000000000000000000e+00 2.235078769217718886e+01
5.197815000000000296e+00 8.305548025949244240e-01 0.000000000000000000e+00 2.284045824775507683e+01
5.227858999999999590e+00 8.409773847924444379e-01 0.000000000000000000e+00 2.339520911930949509e+01
5.257905000000000051e+00 8.533015054832095991e-01 0.000000000000000000e+00 2.401169757105568436e+01
5.287950000000000372e+00 8.671756639629535357e-01 0.000000000000000000e+00 2.468178952348370458e+01
5.317994999999999806e+00 8.821123266554818931e-01 0.000000000000000000e+00 2.539303569759019652e+01
5.348040000000000127e+00 8.975182361461787606e-01 0.000000000000000000e+00 2.612928092309517325e+01
5.378084999999999560e+00 9.127567630619687344e-01 0.000000000000000000e+00 2.687232641960862267e+01
5.408131000000000022e+00 9.272047120932447317e-01 0.000000000000000000e+00 2.760354872354925959e+01
5.438175000000000203e+00 9.403185459539223912e-01 0.000000000000000000e+00 2.830585272937597452e+01
5.468220999999999776e+00 9.516839022855754227e-01 0.000000000000000000e+00 2.896541285275488775e+01
5.498264999999999958e+00 9.610488750312194961e-01 0.000000000000000000e+00 2.957274871415222250e+01
5.528311000000000419e+00 9.683405509601559213e-01 0.000000000000000000e+00 3.012367374509044993e+01
5.558354999999999713e+00 9.736547410564045935e-01 0.000000000000000000e+00 3.061910043747238674e+01
5.588401000000000174e+00 9.772343205497164842e-01 0.000000000000000000e+00 3.106481111657991079e+01
5.618445000000000356e+00 9.794300647896839740e-01 0.000000000000000000e+00 3.147027816474147954e+01
5.648490999999999929e+00 9.806587172369642946e-01 0.000000000000000000e+00 3.184766954596528166e+01
5.678535000000000110e+00 9.813593133991435069e-01 0.000000000000000000e+00 3.221035750968446365e+01
5.708580999999999683e+00 9.819558221089010885e-01 0.000000000000000000e+00 3.257190562428257152e+01
5.738626000000000005e+00 9.828259892084314497e-01 0.000000000000000000e+00 3.294483663817293717e+01
5.768671000000000326e+00 9.842799264795705216e-01 0.000000000000000000e+00 3.333995834109278178e+01
5.798715999999999759e+00 9.865499881041818186e-01 0.000000000000000000e+00 3.376584766327709275e+01
5.828761000000000081e+00 9.897816536105321639e-01 0.000000000000000000e+00 3.422841418485388232e+01
5.858806000000000402e+00 9.940337431884589403e-01 0.000000000000000000e+00 3.473075667059717375e+01
5.888850999999999836e+00 9.992811288656037183e-01 0.000000000000000000e+00 3.527310577420491455e+01
5.918896000000000157e+00 1.005415205327218287e+00 0.000000000000000000e+00 3.585269033773914771e+01
5.948940999999999590e+00 1.012254750604400177e+00 0.000000000000000000e+00 3.646397667164884382e+01
5.978985999999999912e+00 1.019552351427596371e+00 0.000000000000000000e+00 3.709876791445304889e+01
6.009031000000000233e+00 1.027011753383140436e+00 0.000000000000000000e+00 3.774671705409171807e+01
6.039075999999999667e+00 1.034308109440933876e+00 0.000000000000000000e+00 3.839598407579284611e+01
6.069120999999999988e+00 1.041116530159343911e+00 0.000000000000000000e+00 3.903424800318447296e+01
6.099166000000000309e+00 1.047140756510485327e+00 0.000000000000000000e+00 3.964978654084258380e+01
6.129210999999999743e+00 1.052147881767995896e+00 0.000000000000000000e+00 4.023285136097215542e+01
6.159256000000000064e+00 1.055994081852531297e+00 0.000000000000000000e+00 4.077677526695821086e+01
6.189301000000000386e+00 1.058643723182664864e+00 0.000000000000000000e+00 4.127888117894975295e+01
6.219345999999999819e+00 1.060178438788123012e+00 0.000000000000000000e+00 4.174104211486375249e+01
6.249392000000000280e+00 1.060785338981280690e+00 0.000000000000000000e+00 4.216944895002174576e+01
6.279435999999999574e+00 1.060734041019434581e+00 0.000000000000000000e+00 4.257382456989121522e+01
6.309482000000000035e+00 1.060335048878670028e+00 0.000000000000000000e+00 4.296604820642449596e+01
6.339526000000000217e+00 1.059897085881382095e+00 0.000000000000000000e+00 4.335829098376459712e+01
6.369571999999999790e+00 1.059677474081577975e+00 0.000000000000000000e+00 4.376118641023315803e+01
6.399615999999999971e+00 1.059839892966238706e+00 0.000000000000000000e+00 4.418175637294387315e+01
6.429662000000000432e+00 1.060429831407867507e+00 0.000000000000000000e+00 4.462241857916976073e+01
6.459705999999999726e+00 1.061364861540208260e+00 0.000000000000000000e+00 4.508012308803306922e+01
6.489752000000000187e+00 1.062448047872520673e+00 0.000000000000000000e+00 4.554689624478824328e+01
6.519796000000000369e+00 1.063401927305735573e+00 0.000000000000000000e+00 4.601085888539618196e+01
6.549841999999999942e+00 1.063914303139456008e+00 0.000000000000000000e+00 4.645828543781463793e+01
6.579886000000000124e+00 1.063692195520155037e+00 0.000000000000000000e+00 4.687568144697320349e+01
6.609931999999999697e+00 1.062514015164866432e+00 0.000000000000000000e+00 4.725236321717095933e+01
6.639977000000000018e+00 1.060267596656760070e+00 0.000000000000000000e+00 4.758209085286684115e+01
6.670022000000000340e+00 1.056968986235388819e+00 0.000000000000000000e+00 4.786429428147920362e+01
6.700066999999999773e+00 1.052764746727683942e+00 0.000000000000000000e+00 4.810436739057401212e+01
6.730112000000000094e+00 1.047902904995150486e+00 0.000000000000000000e+00 4.831261116011334877e+01
6.760157000000000416e+00 1.042693493302624175e+00 0.000000000000000000e+00 4.850261017268813646e+01
6.790201999999999849e+00 1.037456248531099856e+00 0.000000000000000000e+00 4.868891111523940651e+01
6.820247000000000170e+00 1.032466668791186315e+00 0.000000000000000000e+00 4.888449460055215212e+01
6.850291999999999604e+00 1.027916683816963772e+00 0.000000000000000000e+00 4.909880997490336796e+01
6.880336999999999925e+00 1.023886493859354374e+00 0.000000000000000000e+00 4.933624797376707249e+01
6.910382000000000247e+00 1.020343160030006802e+00 0.000000000000000000e+00 4.959584012072526349e+01
6.940427999999999820e+00 1.017160461729512244e+00 0.000000000000000000e+00 4.987200857335835025e+01
6.970472000000000001e+00 1.014156718803365997e+00 0.000000000000000000e+00 5.015616577286105127e+01
7.000517999999999574e+00 1.011144372129399338e+00 0.000000000000000000e+00 5.043922501330543895e+01
7.030561999999999756e+00 1.007980307575919943e+00 0.000000000000000000e+00 5.071390064316075552e+01
7.060608000000000217e+00 1.004607320561861972e+00 0.000000000000000000e+00 5.097713483194645079e+01
7.090652000000000399e+00 1.001076010060740318e+00 0.000000000000000000e+00 5.123117061542638595e+01
7.120697999999999972e+00 9.975475951888853610e-01 0.000000000000000000e+00 5.148416138429736577e+01
7.150743000000000293e+00 9.942659064879705300e-01 0.000000000000000000e+00 5.174873880333053933e+01
7.180787999999999727e+00 9.915184414308820804e-01 0.000000000000000000e+00 5.204031172211418976e+01
7.210833000000000048e+00 9.895763252359404127e-01 0.000000000000000000e+00 5.237391688917532662e+01
7.240878000000000370e+00 9.886401072747337260e-01 0.000000000000000000e+00 5.276130979247494679e+01
7.270922999999999803e+00 9.887909550746151188e-01 0.000000000000000000e+00 5.320818671647701592e+01
7.300968000000000124e+00 9.899626995553829634e-01 0.000000000000000000e+00 5.371240568010559713e+01
7.331012999999999558e+00 9.919392257376615785e-01 0.000000000000000000e+00 5.426351554007363376e+01
7.361057999999999879e+00 9.943814229463148191e-01 0.000000000000000000e+00 5.484390431669015697e+01
7.391103000000000200e+00 9.968728842618678199e-01 0.000000000000000000e+00 5.543105888903516387e+01
7.421147999999999634e+00 9.989868686887511950e-01 0.000000000000000000e+00 5.600113745189663206e+01
7.451192999999999955e+00 1.000351643278263536e+00 0.000000000000000000e+00 5.653263102608759993e+01
7.481238000000000277e+00 1.000713988109024344e+00 0.000000000000000000e+00 5.701009905966703428e+01
7.511282999999999710e+00 9.999789420122805472e-01 0.000000000000000000e+00 5.742671680389094035e+01
7.541328000000000031e+00 9.982248883615345569e-01 0.000000000000000000e+00 5.778550821440733642e+01
7.571373000000000353e+00 9.956879185627117712e-01 0.000000000000000000e+00 5.809883238896921398e+01
7.601417999999999786e+00 9.927202005862638678e-01 0.000000000000000000e+00 5.838630237049555660e+01
7.631463000000000108e+00 9.897261585794119298e-01 0.000000000000000000e+00 5.867127656633238075e+01
7.661508999999999681e+00 9.870920773002699322e-01 0.000000000000000000e+00 5.897679681971923316e+01
7.691552999999999862e+00 9.851200286904817638e-01 0.000000000000000000e+00 5.932149750018146506e+01
7.721599000000000323e+00 9.839743101536522207e-01 0.000000000000000000e+00 5.971633294829762661e+01
7.751642999999999617e+00 9.836592466987008621e-01 0.000000000000000000e+00 6.016266808910646091e+01
7.781689000000000078e+00 9.840207951385483431e-01 0.000000000000000000e+00 6.065224760180792174e+01
7.811733000000000260e+00 9.847832620839397366e-01 0.000000000000000000e+00 6.116885107764738905e+01
7.841778999999999833e+00 9.856031579551511879e-01 0.000000000000000000e+00 6.169161883454712836e+01
7.871823000000000015e+00 9.861382280909848363e-01 0.000000000000000000e+00 6.219898794910621120e+01
7.901868999999999588e+00 9.861158407665309156e-01 0.000000000000000000e+00 6.267328651649025062e+01
7.931912999999999769e+00 9.853868807291211729e-01 0.000000000000000000e+00 6.310409502227894052e+01
7.961959000000000231e+00 9.839557757750959643e-01 0.000000000000000000e+00 6.349073226164529160e+01
7.992003000000000412e+00 9.819842194941033053e-01 0.000000000000000000e+00 6.384261509590561445e+01
8.022049000000000873e+00 9.797599674779570167e-01 0.000000000000000000e+00 6.417785447139125665e+01
8.052094000000000307e+00 9.776466259653737723e-01 0.000000000000000000e+00 6.452001520567593218e+01
8.082138000000000488e+00 9.760150422761887379e-01 0.000000000000000000e+00 6.489390626786016014e+01
8.112183999999999173e+00 9.751739014995038923e-01 0.000000000000000000e+00 6.532095689639072589e+01
8.142229000000000383e+00 9.753112403168289202e-01 0.000000000000000000e+00 6.581497759666687841e+01
8.172273999999999816e+00 9.764573835184852113e-01 0.000000000000000000e+00 6.637950585014147009e+01
8.202317999999999998e+00 9.784764365580991274e-01 0.000000000000000000e+00 6.700673545622893812e+01
8.232364000000000459e+00 9.810884288846842827e-01 0.000000000000000000e+00 6.767872464599811622e+01
8.262408999999999892e+00 9.839172100743635019e-01 0.000000000000000000e+00 6.837019500272516837e+01
8.292453999999999326e+00 9.865578526118484737e-01 0.000000000000000000e+00 6.905316402361066253e+01
8.322497999999999507e+00 9.886463320055576265e-01 0.000000000000000000e+00 6.970167925186736113e+01
8.352543999999999969e+00 9.899233746468328876e-01 0.000000000000000000e+00 7.029654919020512693e+01
8.382588999999999402e+00 9.902801501440846588e-01 0.000000000000000000e+00 7.082870525868206357e+01
8.412634000000000611e+00 9.897740497812158589e-01 0.000000000000000000e+00 7.130088753620952957e+01
8.442678000000000793e+00 9.886167606203272173e-01 0.000000000000000000e+00 7.172710517032545852e+01
8.472723999999999478e+00 9.871319978503406700e-01 0.000000000000000000e+00 7.213004972148380034e+01
8.502769000000000688e+00 9.856967803553906560e-01 0.000000000000000000e+00 7.253689843290568717e+01
8.532814000000000121e+00 9.846693512871024234e-01 0.000000000000000000e+00 7.297428710802201124e+01
8.562858999999999554e+00 9.843272010867492039e-01 0.000000000000000000e+00 7.346355745482682664e+01
8.592904000000000764e+00 9.848146305208311801e-01 0.000000000000000000e+00 7.401662776897015306e+01
8.622949999999999449e+00 9.861205770772943913e-01 0.000000000000000000e+00 7.463398652761392782e+01
8.652993999999999630e+00 9.880832343488389347e-01 0.000000000000000000e+00 7.530455012565015238e+01
